serial,fips,county name,drop,rebound,resilience,note
162,27087,"Mahnomen, MN",0.007112075,0.060097455,1.476211756,
163,48081,"Coke, TX",0.282259294,0.109034268,1.474209206,
164,51035,"Carroll, VA",0.190110858,0.092532468,1.473344589,
165,21001,"Adair, KY",0.064281206,0.069820854,1.468783397,
166,48283,"La Salle, TX",0.174953245,0.089399745,1.468182936,
167,13171,"Lamar, GA",0.293233828,0.110387496,1.468385546,
168,48153,"Floyd, TX",0.292928861,0.109833972,1.46353664,
169,26079,"Kalkaska, MI",0.205056919,0.094215862,1.462298771,
170,20141,"Osborne, KS",-0.033115498,0.052005944,1.457737751,
171,38091,"Steele, ND",0.178031239,0.08892922,1.456040609,
172,31007,"Banner, NE",0.182557378,0.089041096,1.44789349,
173,45009,"Bamberg, SC",0.187014469,0.089719626,1.446742334,
174,41013,"Crook, OR",0.398486891,0.12572689,1.44051611,
175,38041,"Hettinger, ND",0.093089714,0.072900158,1.439427347,
176,54009,"Brooke, WV",0.064765853,0.067934783,1.438203106,
177,37149,"Polk, NC",0.293739556,0.10742144,1.43840859,
178,21143,"Lyon, KY",0.21503302,0.093766649,1.437425534,
179,56027,"Niobrara, WY",0.114897424,0.076372315,1.435363922,
180,36041,"Hamilton, NY",0.274293611,0.103469264,1.432230957,
181,5047,"Franklin, AR",0.082722482,0.070523548,1.430559039,
182,13019,"Berrien, GA",0.463271055,0.135707978,1.431034361,
183,53023,"Garfield, WA",0.233732235,0.095577746,1.421779293,
184,2070,"Dillingham, AK",0.316321081,0.109476417,1.420615188,
185,13193,"Macon, GA",0.331318426,0.11196443,1.420092732,
186,47143,"Rhea, TN",0.158953674,0.082699518,1.41937961,
187,39121,"Noble, OH",0.167846989,0.084191829,1.419204646,
188,48041,"Brazos, TX",0.081771547,0.069412938,1.41606427,
189,55013,"Burnett, WI",0.110332221,0.074082785,1.413874301,
190,13283,"Treutlen, GA",0.264637771,0.1001001,1.414084592,
191,54065,"Morgan, WV",0.13139638,0.077495108,1.411992219,
192,6049,"Modoc, CA",0.128599075,0.076797386,1.408834422,
193,53077,"Yakima, WA",0.121099794,0.075295752,1.405375618,
194,29005,"Atchison, MO",0.188974278,0.086654016,1.40553895,
195,21079,"Garrard, KY",0.373435965,0.116771608,1.398975339,
196,53007,"Chelan, WA",0.201041321,0.088043841,1.397949648,
197,46073,"Jerauld, SD",0.143773665,0.078341014,1.395265888,
198,47129,"Morgan, TN",0.133496721,0.076166025,1.388644116,
199,8023,"Costilla, CO",0.055010478,0.063235294,1.388378017,
200,19133,"Monona, IA",-0.022680266,0.050407135,1.387376599,
201,21023,"Bracken, KY",0.233210537,0.092294666,1.385414186,
202,48151,"Fisher, TX",0.145469541,0.077858881,1.384844866,
203,20043,"Doniphan, KS",0.449409954,0.127227723,1.380926041,
204,26097,"Mackinac, MI",0.273791499,0.098360656,1.379006616,
205,48305,"Lynn, TX",0.250801989,0.093959732,1.371616939,
206,27081,"Lincoln, MN",0.120755701,0.072590738,1.367092673,
207,21201,"Robertson, KY",0.348132954,0.108870968,1.363290299,
208,29217,"Vernon, MO",0.147343126,0.07628185,1.358767727,
209,31133,"Pawnee, NE",0.097814862,0.068181818,1.356031936,
210,6105,"Trinity, CA",0.058120279,0.061788618,1.355034288,
211,37137,"Pamlico, NC",0.176281031,0.080475857,1.352986881,
212,47095,"Lake, TN",0.044243463,0.059397163,1.351824005,
213,48023,"Baylor, TX",0.390052141,0.114183764,1.350050405,
214,48133,"Eastland, TX",0.102452832,0.06837202,1.347468895,
215,27051,"Grant, MN",0.164470701,0.078116025,1.346437464,
216,26123,"Newaygo, MI",0.1782339,0.080141774,1.344421643,
217,18171,"Warren, IN",0.344179028,0.105633803,1.337286007,
218,48107,"Crosby, TX",0.225351391,0.086923658,1.336373099,
219,19099,"Jasper, IA",-0.048517501,0.043920884,1.334226857,
220,27075,"Lake, MN",0.163802197,0.07708837,1.333732551,
221,21105,"Hickman, KY",0.167606805,0.077006508,1.324384214,
222,16063,"Lincoln, ID",0.367158086,0.107692308,1.322059254,
223,51051,"Dickenson, VA",0.16701962,0.076680069,1.321107687,
224,53003,"Asotin, WA",0.110299565,0.067748632,1.31843565,
225,30011,"Carter, MT",0.359430766,0.105726872,1.314297005,
226,48115,"Dawson, TX",0.133223488,0.07081133,1.311371322,
227,39009,"Athens, OH",0.089167656,0.063809674,1.307061724,
228,56031,"Platte, WY",0.100484985,0.065523576,1.306873883,
229,2013,"Aleutians East, AK",0.229270066,0.084990958,1.304819706,
230,41055,"Sherman, OR",0.172035696,0.076258993,1.304477863,
231,48359,"Oldham, TX",0.10278238,0.065406977,1.299274074,
232,2232,"Skagway Hoonah Angoonm, AK",0.249256379,0.087557604,1.299049159,
233,30083,"Richland, MT",0.012118971,0.051221434,1.28964751,
234,20143,"Ottawa, KS",0.173713555,0.075337034,1.287908561,
235,2188,"Northwest Arctic, AK",0.098065667,0.063908386,1.286232112,
236,31035,"Clay, NE",0.183659868,0.076658053,1.285562803,
237,54041,"Lewis, WV",0.064420702,0.058784785,1.284540172,
238,20027,"Clay, KS",0.353460478,0.101479915,1.279784766,
239,38057,"Mercer, ND",0.314298158,0.095344175,1.276253394,
240,24029,"Kent, MD",0.311641237,0.094739741,1.27387726,
241,21231,"Wayne, KY",0.174769128,0.074228524,1.269826955,
242,13125,"Glascock, GA",0.312110708,0.094339623,1.26857169,
243,38037,"Grant, ND",0.160866718,0.072041166,1.267746422,
244,51135,"Nottoway, VA",0.235889307,0.083042297,1.267442712,
245,38033,"Golden Valley, ND",0.148080857,0.070032573,1.265769313,
246,47005,"Benton, TN",0.253444512,0.085484796,1.265737036,
247,28161,"Yalobusha, MS",0.073947239,0.059120404,1.265078935,
248,31009,"Blaine, NE",0.239275146,0.083333333,1.264799279,
249,20131,"Nemaha, KS",0.021905441,0.051337958,1.261881192,
250,22089,"Saint Charles, LA",0.171196408,0.073148066,1.261757503,
251,18045,"Fountain, IN",0.307608367,0.092970522,1.260475734,
252,20073,"Greenwood, KS",0.24692039,0.083333333,1.250526553,
253,27077,"Lake of the Woods, MN",0.22492518,0.079795022,1.24574622,
254,55051,"Iron, WI",0.114880558,0.063762626,1.242557201,
255,46007,"Bennett, SD",0.214829119,0.077889447,1.239560159,
256,21217,"Taylor, KY",0.218184526,0.078332662,1.239054991,
257,51045,"Craig, VA",0.138927385,0.066558442,1.232082047,
258,48165,"Gaines, TX",0.077566348,0.057751382,1.230494833,
259,48191,"Hall, TX",0.238340721,0.080346106,1.227543808,
260,31099,"Kearney, NE",0.049098606,0.053377421,1.223831684,
261,13287,"Turner, GA",0.474536926,0.113279133,1.222881894,
262,40107,"Okfuskee, OK",0.216414118,0.076741996,1.22059109,
263,39155,"Trumbull, OH",0.223211301,0.077672888,1.22024912,
264,28105,"Oktibbeha, MS",0.156710718,0.068284391,1.219609881,
265,19181,"Warren, IA",0.095882781,0.059701493,1.21893445,
266,35057,"Torrance, NM",0.264944276,0.083445491,1.219051245,
267,22075,"Plaquemines, LA",0.121721403,0.063183827,1.216481389,
268,27101,"Murray, MN",0.050152272,0.053106936,1.215431672,
269,42113,"Sullivan, PA",0.135615413,0.065073041,1.215546985,
270,13253,"Seminole, GA",0.262162234,0.082778306,1.215486603,
271,48319,"Mason, TX",0.124312262,0.063157895,1.209922244,
272,38047,"Logan, ND",0.047775302,0.052453469,1.208914842,
273,17069,"Hardin, IL",0.159320122,0.067961165,1.208817578,
274,40003,"Alfalfa, OK",0.115133276,0.061792863,1.208415321,
275,5101,"Newton, AR",0.139181497,0.065111759,1.208017915,
276,29047,"Clay, MO",0.113475669,0.061480926,1.206999585,
277,40151,"Woods, OK",0.12085888,0.062478426,1.206528742,
278,48417,"Shackelford, TX",0.188662599,0.0716946,1.203654578,
279,48505,"Zapata, TX",0.167047113,0.068645084,1.202752796,
280,20081,"Haskell, KS",0.092895969,0.058333333,1.201691793,
281,48385,"Real, TX",0.225854177,0.076677316,1.201363339,
282,21223,"Trimble, KY",0.883050202,0.166666667,1.196428704,
283,48119,"Delta, TX",0.096541494,0.058282209,1.191568288,
284,2100,"Haines, AK",0.404244211,0.100334448,1.190985473,
285,45037,"Edgefield, SC",0.151845176,0.065625548,1.187917316,
286,29017,"Bollinger, MO",0.463808756,0.108219988,1.188410963,
287,31183,"Wheeler, NE",0.299333972,0.085714286,1.187602524,
288,27147,"Steele, MN",0.153882199,0.065537593,1.181969752,
289,47175,"Van Buren, TN",0.406255066,0.099667774,1.180935178,
290,30103,"Treasure, MT",0.383686718,0.096385542,1.17844901,
291,28019,"Choctaw, MS",0.123817041,0.061117579,1.175996169,
292,48271,"Kinney, TX",0.12823152,0.06167979,1.175422107,
293,28055,"Issaquena, MS",0.638401202,0.130434783,1.175328176,
294,12055,"Highlands, FL",0.249288451,0.077726538,1.171706889,
295,53051,"Pend Oreille, WA",0.274594858,0.081010777,1.170190743,
296,31085,"Hayes, NE",0.190907264,0.069620253,1.167657326,
297,13201,"Miller, GA",0.246390153,0.077027027,1.167411702,
298,27069,"Kittson, MN",0.194725398,0.06981982,1.162902153,
299,31159,"Seward, NE",0.157277573,0.064638783,1.159729622,
300,1083,"Limestone, AL",0.310862816,0.084959159,1.158725536,
301,22091,"Saint Helena, LA",0.249495965,0.076452599,1.15366261,
302,5087,"Madison, AR",0.156518098,0.064106959,1.152569739,
303,30003,"Big Horn, MT",0.13043175,0.060468451,1.149099515,
304,40113,"Osage, OK",0.295474427,0.082003396,1.146883725,
305,51640,"Galax City, VA",-0.117188346,0.027660651,1.139764947,
306,46057,"Hamlin, SD",0.181553193,0.066666667,1.140718498,
307,1029,"Cleburne, AL",0.228236921,0.072760346,1.14075005,
308,13049,"Charlton, GA",0.197670756,0.068527919,1.136953531,
309,26031,"Cheboygan, MI",0.254209175,0.075798319,1.135810993,
310,20199,"Wallace, KS",0.131453153,0.059770115,1.13431463,
311,46017,"Buffalo, SD",0.401075057,0.094707521,1.133930194,
312,18065,"Henry, IN",0.110056639,0.05684485,1.131498115,
313,12077,"Liberty, FL",0.560933486,0.11525974,1.132310016,
314,31039,"Cuming, NE",0.079476996,0.052870949,1.131134621,
315,40095,"Marshall, OK",0.156227289,0.062731604,1.13003271,
316,26009,"Antrim, MI",0.245244274,0.074217074,1.12982579,
317,1041,"Crenshaw, AL",0.356155343,0.087831656,1.121210338,
318,20003,"Anderson, KS",0.335331315,0.08503937,1.119650559,
319,29033,"Carroll, MO",0.359136452,0.087962963,1.1181694,
320,53025,"Grant, WA",0.091058717,0.053577904,1.115476974,
321,26047,"Emmet, MI",0.149462591,0.060946323,1.114170577,
322,47015,"Cannon, TN",0.537940213,0.110381862,1.11405985,
323,21197,"Powell, KY",0.225043555,0.070319241,1.110418377,
324,46021,"Campbell, SD",0.138069306,0.059125964,1.107500759,
325,42059,"Greene, PA",0.041546145,0.046538198,1.098848314,
326,26085,"Lake, MI",-0.039808221,0.036258158,1.096719089,
327,39111,"Monroe, OH",0.470006592,0.099932019,1.094940255,
328,51071,"Giles, VA",0.302531015,0.078899083,1.093639558,
329,20159,"Rice, KS",0.125049558,0.056673279,1.092413487,
330,21123,"Larue, KY",0.239849564,0.071013289,1.092748381,
331,46063,"Harding, SD",0.181716383,0.063660477,1.091067343,
332,8061,"Kiowa, CO",0.261724705,0.073604061,1.090741754,
333,22083,"Richland, LA",0.071458191,0.049875312,1.089971648,
334,51017,"Bath, VA",0.302235224,0.078319502,1.086260458,
335,48495,"Winkler, TX",0.216909044,0.067679558,1.085325745,
336,22121,"West Baton Rouge, LA",0.217889728,0.067672741,1.08330127,
337,35007,"Colfax, NM",0.131031715,0.056780366,1.080454111,
338,45057,"Lancaster, SC",0.178560651,0.062639973,1.080416503,
339,19003,"Adams, IA",0.171200883,0.061696658,1.079799071,
340,20047,"Edwards, KS",0.126114132,0.05609493,1.078951233,
341,53001,"Adams, WA",0.090189395,0.051566778,1.076803797,
342,48297,"Live Oak, TX",0.120910764,0.054906128,1.068338974,
343,47083,"Houston, TN",0.095382496,0.051649928,1.065379271,
344,6035,"Lassen, CA",0.139401516,0.056902112,1.063489517,
345,46043,"Douglas, SD",0.032088195,0.043843284,1.062706559,
346,29035,"Carter, MO",0.259425068,0.071428571,1.062844571,
347,19129,"Mills, IA",0.151637298,0.0583159,1.062179957,
348,41027,"Hood River, OR",0.170894822,0.060603463,1.061347404,
349,40029,"Coal, OK",0.182611256,0.062022901,1.061348009,
350,21229,"Washington, KY",0.201250324,0.064073227,1.05788891,
351,21149,"McLean, KY",0.106520353,0.0525,1.055162454,
352,18025,"Crawford, IN",0.133605626,0.055675676,1.053500153,
353,47121,"Meigs, TN",0.108102273,0.052533993,1.051982769,
354,5025,"Cleveland, AR",0.30417792,0.076053443,1.051600982,
355,18139,"Rush, IN",0.316725631,0.077420846,1.049685259,
356,22097,"Saint Landry, LA",0.295598317,0.074790141,1.048271784,
357,21139,"Livingston, KY",0.131830279,0.055064309,1.045806471,
358,16003,"Adams, ID",0.638253395,0.115473441,1.045283262,
359,48059,"Callahan, TX",0.329965488,0.078528827,1.043192124,
360,13285,"Troup, GA",0.101830104,0.051282051,1.041640469,
361,50013,"Grand Isle, VT",0.140775226,0.055912007,1.041604022,
362,8053,"Hinsdale, CO",0.412859143,0.087866109,1.03669453,
363,46061,"Hanson, SD",0.209630278,0.063736264,1.035508042,
364,48357,"Ochiltree, TX",0.15731823,0.057490458,1.034397631,
365,28163,"Yazoo, MS",0.118248883,0.052743363,1.031729759,
366,48171,"Gillespie, TX",0.039472677,0.043439519,1.03120784,
367,13221,"Oglethorpe, GA",0.160356855,0.057692308,1.031491518,
368,37053,"Currituck, NC",0.189241801,0.061025541,1.030272066,
369,8033,"Dolores, CO",0.323308591,0.076712329,1.029026092,
370,19175,"Union, IA",0.012773341,0.040145985,1.027250689,
371,22099,"Saint Martin, LA",0.061508714,0.045819936,1.026206742,
372,17131,"Mercer, IL",0.098376102,0.049965777,1.022448137,
373,45065,"McCormick, SC",0.292688246,0.072670807,1.022538788,
374,20195,"Trego, KS",0.124475366,0.052941176,1.020967042,
375,20185,"Stafford, KS",0.196989195,0.061369001,1.020422861,
376,31091,"Hooker, NE",0.550743066,0.102661597,1.02090739,
377,31125,"Nance, NE",0.089421141,0.048596112,1.015356289,
378,13075,"Cook, GA",0.280749113,0.070723245,1.01421866,
379,17101,"Lawrence, IL",0.03622116,0.042340628,1.01329011,
380,6053,"Monterey, CA",0.127688765,0.052874938,1.012089153,
381,27029,"Clearwater, MN",0.156982543,0.056165541,1.010218757,
382,49009,"Daggett, UT",0.351695589,0.078651685,1.010208117,
383,20187,"Stanton, KS",0.268198143,0.068866571,1.008002209,
384,31013,"Box Butte, NE",0.102767945,0.049770084,1.007338043,
385,26143,"Roscommon, MI",0.240986257,0.065680473,1.007189389,
386,22007,"Assumption, LA",0.209818211,0.062033582,1.006198275,
387,20181,"Sherman, KS",0.100115517,0.049362402,1.005128197,
388,17011,"Bureau, IL",0.264747485,0.06817567,1.003415738,
389,38075,"Renville, ND",0.099541014,0.049180328,1.002609725,
390,29121,"Macon, MO",0.15828059,0.055917359,1.002637723,
391,37185,"Warren, NC",0.134272979,0.053156146,1.002472297,
392,31029,"Chase, NE",0.056627693,0.044047619,0.997481032,
393,38013,"Burke, ND",0.098507933,0.048818898,0.997304438,
394,51097,"King and Queen, VA",0.207838011,0.061248528,0.996519769,
395,17171,"Scott, IL",0.269546005,0.068108108,0.993759119,
396,51093,"Isle of Wight, VA",0.176258546,0.057454393,0.992925859,
397,13307,"Webster, GA",0.330719051,0.074941452,0.992000574,
398,37055,"Dare, NC",0.162757859,0.055799874,0.990622871,
399,40015,"Caddo, OK",0.114176829,0.050267698,0.99012129,
400,47033,"Crockett, TN",0.137677777,0.052749361,0.986443625,
401,30057,"Madison, MT",0.6037776,0.105482526,0.987341758,
402,31057,"Dundy, NE",0.071225729,0.045138889,0.983962775,
403,45071,"Newberry, SC",0.255805329,0.065899907,0.983340991,
404,55103,"Richland, WI",0.153179473,0.054264973,0.981820696,
405,40007,"Beaver, OK",0.123308831,0.050894085,0.981576102,
406,1131,"Wilcox, AL",0.274351113,0.067901235,0.981968032,
407,6051,"Mono, CA",0.221614678,0.061948376,0.98160017,
408,54091,"Taylor, WV",0.069558861,0.044776119,0.979795912,
409,13009,"Baldwin, GA",0.374784077,0.078715951,0.97545103,
410,20109,"Logan, KS",0.376463447,0.078826764,0.974408623,
411,27065,"Kanabec, MN",0.116619461,0.04974271,0.973032904,
412,48243,"Jeff Davis, TX",0.137315255,0.051891892,0.969759454,
413,13289,"Twiggs, GA",0.002500525,0.036842105,0.968057805,
414,13027,"Brooks, GA",0.156914319,0.053571429,0.959835042,
415,48249,"Jim Wells, TX",0.228659701,0.061443739,0.95928095,
416,19109,"Kossuth, IA",0.060008597,0.042765273,0.956589911,
417,56039,"Teton, WY",0.261249109,0.06488526,0.956862759,
418,46071,"Jackson, SD",0.306316598,0.069802731,0.956345122,
419,48235,"Irion, TX",0.313503616,0.070588235,0.956288991,
420,2261,"Valdez Cordova, AK",0.108161829,0.047989336,0.955145954,
421,12051,"Hendry, FL",0.29652578,0.068657016,0.955247098,
422,51077,"Grayson, VA",0.093362835,0.046279492,0.953148692,
423,20163,"Rooks, KS",0.190244385,0.056856187,0.952581835,
424,20119,"Meade, KS",0.094871011,0.046374918,0.951543971,
425,40149,"Washita, OK",0.143912049,0.051683262,0.950453823,
